id,sex,bdate,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,last_seen,occupation_type,career_start,career_end,result
62846,1,9.8,1,1.0,614.0,0.0,Distance Learning,1.0,Student (Bachelor's),Українська,0,0,2020-10-08 21:55:55,university,False,False,1
98079,2,10.8.1982,1,1.0,38.0,2004.0,Full-time,4.0,Alumnus (Specialist),Українська,5,6,2020-09-29 02:01:57,work,2007,False,0
55290,2,,1,1.0,127.0,2000.0,Full-time,2.0,Alumnus (Specialist),False,False,False,2020-12-11 11:05:55,university,False,False,0
71475,1,27.12,1,1.0,183.0,2015.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-08-22 13:01:50,university,False,False,1
47992,2,10.7.1983,0,1.0,119.0,0.0,Distance Learning,4.0,Student (Specialist),Українська,False,False,2020-10-22 18:02:44,work,2004,False,0
97367,1,5.8.1991,0,1.0,213.0,2012.0,Full-time,7.0,Student (Bachelor's),False,6,2,2020-11-03 09:34:21,university,False,False,1
23175,1,27.5.1992,1,1.0,78.0,0.0,Full-time,0.0,Alumnus (Bachelor's),False,6,0,2020-04-29 01:00:14,work,False,False,1
66809,1,18.1,0,1.0,564.0,2014.0,,4.0,Alumnus (Master's),False,0,0,2020-09-27 22:18:31,university,False,False,1
44469,1,6.7.1989,1,1.0,359.0,2011.0,Full-time,4.0,Student (Specialist),False,False,False,2020-01-04 17:24:28,university,False,False,1
87494,2,8.9.1991,1,1.0,102.0,2014.0,,3.0,Alumnus (Master's),Українська;Русский;English,8,1,2020-04-21 09:52:14,university,False,False,1
48431,2,,1,1.0,181.0,2010.0,Full-time,1.0,Alumnus (Master's),False,False,False,2020-02-05 18:48:00,university,False,False,0
26531,2,13.1,1,1.0,143.0,2015.0,Full-time,0.0,Alumnus (Specialist),Українська;Русский;English,6,2,2020-05-04 23:34:25,university,2012,False,1
89058,1,17.4,1,1.0,847.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-07-29 15:19:36,university,False,False,1
33295,1,30.10.1986,1,1.0,137.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-04-12 04:41:09,university,False,False,1
99355,2,7.7.1994,1,1.0,60.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),Українська,False,False,2020-02-10 22:51:14,university,False,False,0
33735,2,8.8.1990,1,0.0,83.0,0.0,Full-time,0.0,PhD,Українська,0,0,2020-02-08 12:15:21,university,False,False,0
49150,2,30.5.1985,1,1.0,29.0,2008.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-01-17 04:43:54,university,False,False,0
98029,1,,1,1.0,563.0,0.0,Full-time,0.0,Student (Bachelor's),Українська,1,2,2020-02-25 20:23:33,university,2008,2014,1
2357,2,12.6,1,1.0,52.0,1996.0,Full-time,4.0,Candidate of Sciences,Українська,False,2,2020-02-03 22:01:31,university,False,False,0
19270,2,,1,1.0,190.0,2006.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,2020-03-25 19:00:59,university,False,False,0
96113,1,8.4,0,1.0,1384.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська,5,5,2020-02-20 14:37:49,work,2009,False,1
60194,2,6.1.1988,1,1.0,147.0,2012.0,Full-time,4.0,Student (Bachelor's),False,2,6,2020-02-12 08:10:31,work,2005,False,0
21295,2,8.6.1984,1,1.0,41.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-10-10 03:35:23,university,False,False,0
71833,2,4.8.1988,1,1.0,316.0,2010.0,Full-time,4.0,Student (Specialist),Українська;English,7,2,2020-08-20 07:22:53,university,2009,2021,1
19640,2,27.4.1989,0,0.0,59.0,2011.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-08-09 13:46:40,university,False,False,0
2932,2,20.7,1,1.0,248.0,2010.0,Full-time,1.0,Student (Specialist),Українська;English,6,6,2020-03-17 11:29:07,work,2011,2008,0
4049,1,,1,1.0,1041.0,2006.0,Full-time,4.0,Alumnus (Specialist),False,0,0,2020-05-23 15:08:17,university,False,False,1
68479,1,3.10,1,1.0,304.0,2013.0,Distance Learning,1.0,Alumnus (Specialist),Українська,0,6,2020-09-02 16:13:58,university,False,False,1
6758,2,7.3.1991,0,1.0,82.0,2012.0,Full-time,1.0,PhD,English,1,1,2020-04-22 08:16:23,university,False,False,0
66516,2,10.6.1988,1,1.0,283.0,2012.0,Full-time,0.0,Student (Specialist),Українська,False,False,2020-03-26 16:23:05,university,False,False,0
83306,1,8.2.1991,0,1.0,193.0,2013.0,Full-time,0.0,Student (Specialist),Українська,0,0,2020-01-06 03:47:32,university,False,False,1
39268,1,26.9.1995,1,1.0,412.0,0.0,Full-time,0.0,Student (Bachelor's),Українська;English;Français,6,2,2020-04-12 11:54:51,work,2017,False,1
63095,1,16.11,1,1.0,154.0,0.0,Full-time,0.0,Alumnus (Specialist),False,False,False,2020-10-10 08:08:11,university,False,False,1
11163,2,1.6.1990,1,1.0,309.0,2013.0,Full-time,0.0,Alumnus (Specialist),Українська;English,1,2,2020-04-28 17:25:57,work,2008,False,0
13350,2,3.3,0,1.0,100.0,2015.0,Full-time,4.0,Student (Specialist),Українська,False,False,2020-03-31 17:46:34,work,False,False,0
27891,2,11.1,1,1.0,268.0,1985.0,Full-time,4.0,Alumnus (Specialist),Українська,1,5,2020-06-29 15:20:27,work,2015,False,1
23966,2,1.7.1982,1,1.0,91.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,1,1,2020-01-14 20:18:19,university,False,False,0
13411,1,9.4,1,1.0,541.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська,1,2,2020-12-05 23:48:06,work,2016,2008,0
54222,2,6.6,0,1.0,193.0,2012.0,Full-time,0.0,Alumnus (Specialist),Українська;English,False,False,2020-04-06 06:48:27,university,False,False,0
91479,2,7.5.1987,1,1.0,76.0,2014.0,Distance Learning,7.0,Student (Specialist),Українська,0,0,2020-12-29 12:08:00,work,2012,False,0
584,2,22.11.1987,1,1.0,54.0,2010.0,Full-time,4.0,Student (Specialist),False,False,False,2020-11-03 17:45:39,university,False,False,0
33016,1,14.6,1,1.0,346.0,1989.0,Full-time,0.0,Alumnus (Master's),Українська,0,0,2020-09-13 16:32:14,university,False,False,1
28220,1,3.10.1986,0,0.0,95.0,2008.0,Full-time,1.0,Alumnus (Master's),Українська;Русский;English;Deutsch,0,0,2020-03-16 20:44:58,university,False,False,1
41234,2,,1,1.0,140.0,1997.0,Full-time,4.0,Alumnus (Master's),Українська,False,False,2020-11-20 22:25:28,university,False,False,0
11199,2,,1,1.0,66.0,2021.0,Distance Learning,4.0,Student (Bachelor's),Українська,0,0,2020-03-20 06:59:47,work,2008,False,0
98668,2,6.6.1974,1,1.0,23.0,0.0,Distance Learning,4.0,Alumnus (Specialist),Українська,0,0,2020-05-22 03:58:41,work,False,False,0
95062,2,23.3.1990,1,1.0,268.0,2012.0,Full-time,0.0,Student (Specialist),Українська;English,7,6,2020-06-27 18:57:57,university,False,False,1
35002,2,,0,1.0,173.0,2015.0,Full-time,1.0,Student (Specialist),Українська;English;Italiano;Deutsch,0,1,2020-07-11 22:39:07,university,False,False,1
94460,2,,1,1.0,26.0,1997.0,Full-time,0.0,Alumnus (Master's),Українська,0,1,2020-08-05 22:36:21,university,False,False,1
47290,1,3.4.1993,0,1.0,658.0,0.0,,0.0,Alumnus (Bachelor's),Українська;English,6,0,2020-06-10 12:51:15,university,False,False,1
64050,2,28.3.1989,0,1.0,202.0,2018.0,Distance Learning,1.0,Alumnus (Bachelor's),Українська,5,2,2020-10-15 12:09:57,university,False,False,1
65031,2,,1,1.0,43.0,2004.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,2020-10-19 18:20:32,university,False,False,0
22135,2,19.6,0,1.0,72.0,2008.0,Full-time,6.0,Student (Specialist),Українська,6,5,2020-09-18 11:43:05,work,2008,False,0
24433,1,21.7,0,1.0,156.0,2013.0,Full-time,0.0,Student (Specialist),Українська;English,False,False,2020-02-04 13:05:24,university,False,False,1
69166,2,12.11.1992,0,1.0,535.0,2015.0,Full-time,1.0,Alumnus (Specialist),Українська,6,6,2020-12-21 18:29:25,university,False,False,1
12444,2,14.12.1990,0,1.0,211.0,2010.0,Full-time,0.0,Student (Specialist),Українська,0,0,2020-12-14 00:10:53,university,False,False,0
65576,2,16.2.1993,0,1.0,154.0,2015.0,Full-time,0.0,Student (Specialist),Українська,0,0,2020-10-23 10:08:30,university,False,False,0
64633,1,21.3.1989,0,1.0,939.0,2011.0,Full-time,7.0,Alumnus (Specialist),Українська;English;Français,0,0,2020-04-12 00:12:20,work,2017,False,1
38744,2,4.3,1,1.0,172.0,0.0,Full-time,0.0,Student (Specialist),Українська,6,6,2020-01-19 21:02:17,university,2015,2017,0
38210,2,,1,1.0,554.0,1985.0,Full-time,0.0,Alumnus (Specialist),فارسی,5,2,2020-11-26 06:47:56,university,1984,1998,0
6674,2,16.8.1974,1,1.0,48.0,1997.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,2020-02-18 19:17:15,work,1997,False,0
24648,1,29.8.1994,1,1.0,2057.0,2016.0,Full-time,1.0,Alumnus (Bachelor's),False,2,6,2020-01-16 21:36:29,university,False,False,1
87350,2,16.8.1986,0,1.0,18.0,2009.0,Full-time,0.0,Student (Specialist),Українська;English,6,2,2020-05-14 09:22:00,work,False,False,1
22158,1,31.8.1986,0,1.0,413.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-07-04 09:47:33,university,2010,2015,1
77070,2,25.1,0,1.0,161.0,2019.0,Full-time,0.0,Alumnus (Bachelor's),English,0,0,2020-11-03 20:15:02,university,False,False,1
44292,2,29.9.1991,1,1.0,108.0,2013.0,Full-time,1.0,Student (Specialist),Українська,6,1,2020-09-30 20:19:44,university,False,False,0
26724,1,26.1,1,1.0,112.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,2020-08-21 03:56:37,work,2008,False,1
31982,2,7.6.1989,0,1.0,67.0,2011.0,Full-time,4.0,Student (Specialist),Українська,1,2,2020-08-20 13:50:32,work,2011,False,1
86933,2,26.8.1992,0,1.0,98.0,0.0,Full-time,0.0,Student (Specialist),False,0,0,2020-02-13 16:02:04,university,False,False,1
86278,2,24.1.1988,0,1.0,459.0,2010.0,Full-time,7.0,Student (Specialist),Українська,1,2,2020-01-10 19:16:43,work,False,False,1
88462,2,8.5,1,1.0,140.0,2008.0,Full-time,1.0,Alumnus (Specialist),Українська,6,5,2020-01-02 09:03:39,university,False,False,1
15183,2,17.8,1,1.0,33.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,1,2,2020-02-19 08:41:55,university,False,False,0
55102,2,28.6.1993,0,1.0,71.0,0.0,Full-time,0.0,Student (Specialist),False,False,False,2020-05-04 05:33:27,university,False,False,0
97717,1,17.5.1986,0,1.0,352.0,2008.0,Full-time,4.0,Alumnus (Bachelor's),Українська,0,0,2020-08-03 03:51:18,university,False,False,1
58831,1,20.11.1992,0,1.0,677.0,2014.0,,0.0,Student (Specialist),False,0,0,2020-07-11 23:00:06,university,False,False,1
73690,2,,0,1.0,27.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,False,False,2020-06-06 21:18:34,university,False,False,0
35833,1,,0,1.0,1184.0,2011.0,Full-time,0.0,Student (Specialist),Українська,0,0,2020-01-28 03:30:50,university,False,False,1
65633,2,26.6.1988,1,1.0,380.0,2010.0,Full-time,0.0,Student (Specialist),Українська,False,False,2020-11-22 23:47:27,university,2007,2017,0
69980,1,16.8,1,1.0,642.0,2007.0,Distance Learning,4.0,Alumnus (Bachelor's),Українська,6,2,2020-06-17 00:24:55,university,False,False,1
70939,1,21.12.1993,1,1.0,889.0,2015.0,Full-time,4.0,Alumnus (Bachelor's),False,0,0,2020-01-10 10:19:50,work,False,False,1
16085,2,21.12.1993,1,1.0,181.0,0.0,Full-time,0.0,Student (Bachelor's),Українська,2,5,2020-11-08 10:04:43,university,False,False,0
29788,2,27.7.1988,1,1.0,174.0,2011.0,Full-time,4.0,Alumnus (Specialist),False,0,0,2020-07-07 10:46:49,university,False,False,0
83947,1,2.8,0,1.0,72.0,1988.0,Full-time,4.0,Alumnus (Specialist),False,False,2,2020-09-14 22:57:14,university,1998,2009,1
95082,2,24.5.1986,1,1.0,381.0,2008.0,Full-time,7.0,Alumnus (Specialist),Українська,False,6,2020-01-04 02:44:54,work,False,False,1
15613,2,,1,1.0,516.0,2014.0,Full-time,0.0,Alumnus (Specialist),Українська,6,6,2020-08-04 14:44:24,university,2010,2013,0
53065,1,,0,1.0,264.0,2013.0,Full-time,0.0,Alumnus (Specialist),English,0,0,2020-04-12 23:32:57,university,False,False,1
58254,2,1.12.1988,1,1.0,223.0,2012.0,Distance Learning,6.0,Alumnus (Specialist),Українська,1,2,2020-08-30 02:50:06,work,2013,False,0
24154,1,8.5.1987,1,1.0,122.0,2011.0,,0.0,Alumnus (Specialist),False,False,False,2020-07-27 21:19:18,university,False,False,1
6898,1,10.11,1,1.0,609.0,2019.0,Distance Learning,0.0,Alumnus (Master's),False,0,0,2020-11-17 00:57:02,,False,False,1
11596,2,23.7.1991,1,1.0,451.0,2013.0,Distance Learning,0.0,Student (Specialist),Українська,0,0,2020-04-05 06:52:01,university,False,False,0
93330,2,29.8.1990,1,1.0,211.0,0.0,Distance Learning,1.0,PhD,Українська;Русский;English,6,1,2020-02-19 22:52:32,university,2005,False,0
88078,2,24.12.1984,0,1.0,61.0,2007.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-05-31 17:37:14,work,2007,False,0
58231,2,3.7.1990,0,1.0,104.0,2012.0,Full-time,4.0,Student (Specialist),False,False,False,2020-05-28 21:35:23,university,False,False,1
29151,2,16.5.1978,1,1.0,121.0,2014.0,Distance Learning,4.0,Student (Specialist),False,5,2,2020-01-09 09:42:53,work,2001,2001,0
61737,1,9.10,0,1.0,725.0,0.0,Full-time,0.0,Student (Specialist),Українська,0,0,2020-07-25 22:40:17,university,False,False,1
80166,2,,1,1.0,198.0,0.0,Full-time,4.0,Student (Bachelor's),Українська,False,False,2020-06-29 09:56:10,university,False,False,0
50871,2,29.7.1994,1,1.0,985.0,2016.0,Full-time,0.0,Student (Bachelor's),Українська,6,1,2020-02-15 09:32:20,university,False,False,1
98032,1,25.9,0,1.0,434.0,0.0,,1.0,Student (Specialist),Українська,False,False,2020-11-08 23:29:43,university,2018,False,1
82636,2,7.9.1990,0,1.0,205.0,2012.0,Full-time,4.0,Student (Specialist),Українська,False,False,2020-12-08 22:13:29,work,2007,False,0
772,1,17.8,1,1.0,495.0,2009.0,Distance Learning,0.0,Alumnus (Specialist),Українська,False,False,2020-02-08 15:11:24,university,False,False,1
5677,1,29.6.1972,1,1.0,149.0,0.0,,0.0,Alumnus (Specialist),False,False,False,2020-03-06 15:54:21,university,2006,2011,1
9462,1,12.3.1993,0,1.0,157.0,2015.0,Full-time,0.0,Student (Specialist),Українська;English;Français,0,0,2020-02-17 23:04:47,work,False,False,1
49110,2,,0,1.0,81.0,2014.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-04-22 20:14:25,university,False,False,0
85049,2,,0,1.0,316.0,2002.0,Full-time,0.0,Alumnus (Specialist),Українська;English;ʻŌlelo Hawaiʻi,6,6,2020-08-14 04:04:54,university,False,False,1
16315,1,1.7.2000,1,1.0,280.0,2021.0,Full-time,3.0,Alumnus (Bachelor's),Українська,4,1,2020-07-12 02:48:10,university,False,False,1
33577,2,20.3,1,1.0,541.0,2016.0,Full-time,1.0,Alumnus (Bachelor's),Українська,False,2,2020-03-10 09:14:05,work,2017,False,1
78876,2,29.5.1990,0,1.0,30.0,2013.0,Full-time,6.0,Student (Specialist),Українська;English,1,2,2020-11-23 07:25:34,university,2012,2018,0
45216,1,,0,1.0,622.0,2014.0,Distance Learning,4.0,Student (Specialist),Українська;English;Polski,1,0,2020-10-04 11:03:20,work,False,False,0
95439,2,29.11.1991,0,1.0,26.0,0.0,Full-time,0.0,Student (Specialist),Українська,False,False,2020-03-02 15:35:01,,False,False,1
18606,2,,1,1.0,126.0,2018.0,Full-time,0.0,Student (Specialist),False,False,False,2020-08-09 11:55:22,university,False,False,0
58969,1,9.9,1,1.0,69.0,2009.0,Full-time,4.0,Student (Master's),False,False,False,2020-02-13 02:30:43,university,False,False,1
94160,1,,1,1.0,138.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська;English,0,0,2020-02-09 01:40:09,university,False,False,1
2470,2,19.9.1986,0,1.0,66.0,2010.0,Distance Learning,4.0,Student (Specialist),False,0,0,2020-09-27 10:41:41,university,False,False,0
77364,2,26.4.1989,1,1.0,71.0,2015.0,Full-time,4.0,Student (Specialist),Українська,False,False,2020-11-17 20:23:14,work,2014,False,0
29118,2,9.3,1,1.0,410.0,0.0,Full-time,1.0,Alumnus (Specialist),Українська,False,False,2020-09-14 13:28:20,work,2009,False,1
78064,2,5.3.1988,1,1.0,179.0,2011.0,Full-time,4.0,Student (Specialist),False,False,False,2020-07-29 17:31:09,university,False,False,0
17758,1,15.9,1,1.0,628.0,1998.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,2020-02-08 20:36:18,work,1998,False,1
77486,1,22.6,1,1.0,205.0,2010.0,Distance Learning,4.0,Student (Specialist),Українська,0,0,2020-01-29 03:02:11,university,False,False,1
70473,1,24.6,0,1.0,53.0,2005.0,Full-time,0.0,Alumnus (Specialist),False,False,False,2020-08-20 19:34:50,university,False,False,1
9899,2,6.2.1982,0,1.0,49.0,2005.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,2020-09-07 00:57:06,university,False,False,0
60651,2,,0,1.0,37.0,2001.0,Full-time,4.0,Candidate of Sciences,Українська,False,False,2020-08-24 12:26:49,university,False,False,1
65561,1,8.1.1998,0,1.0,33.0,0.0,,0.0,Student (Bachelor's),Українська,0,0,2020-06-22 05:21:08,,False,False,1
97577,2,4.12.1994,1,1.0,1290.0,2015.0,Full-time,0.0,Student (Bachelor's),Українська;Deutsch;Українська,False,False,2020-01-21 21:40:32,university,False,False,1
18086,1,,0,1.0,33.0,2003.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-10-17 02:21:12,university,False,False,1
22636,2,28.2.1987,0,1.0,136.0,2008.0,Full-time,0.0,Student (Bachelor's),Українська;English;Français,1,5,2020-07-30 18:52:25,work,2006,False,1
34415,2,23.11.1988,0,1.0,107.0,2011.0,Full-time,4.0,Student (Bachelor's),Українська,1,0,2020-08-04 02:45:52,work,2013,False,0
26274,2,25.4.1990,1,1.0,587.0,0.0,Distance Learning,0.0,Student (Bachelor's),Українська;English,4,3,2020-02-04 07:35:49,university,False,False,1
2351,2,20.8,1,1.0,36.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-07-18 22:03:01,university,False,False,0
95779,1,28.9,1,1.0,466.0,2014.0,Full-time,4.0,Alumnus (Bachelor's),Українська;English;Български;Español,0,0,2020-10-14 05:19:18,university,False,False,1
25246,2,,0,1.0,224.0,2013.0,Full-time,2.0,Student (Master's),Українська;Русский;English,6,2,2020-04-13 04:02:24,university,False,False,1
87505,2,1.4,0,1.0,5.0,0.0,,0.0,PhD,Українська;English,1,2,2020-10-30 05:25:22,university,False,False,0
22268,1,23.9.1992,1,1.0,1277.0,0.0,Full-time,1.0,Student (Specialist),False,False,False,2020-10-30 11:45:36,university,False,False,1
71012,2,28.11,0,1.0,38.0,2009.0,,4.0,Alumnus (Specialist),Українська,False,False,2020-11-19 22:13:31,work,2006,False,0
44043,1,,1,1.0,3021.0,2008.0,Full-time,4.0,Alumnus (Specialist),Українська,3,2,2020-05-26 02:48:20,work,2008,False,1
26062,2,21.3,1,1.0,8.0,0.0,Full-time,4.0,Student (Master's),Українська;日本語,0,0,2020-03-08 16:06:49,work,False,False,0
4078,1,28.11.1991,1,1.0,408.0,2015.0,Full-time,4.0,Alumnus (Specialist),False,1,False,2020-02-25 14:44:14,university,False,False,1
48445,1,13.6.1981,0,1.0,119.0,2003.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-09-18 03:22:34,university,False,False,1
75806,1,23.10,1,1.0,381.0,2010.0,,0.0,Alumnus (Specialist),Українська,0,0,2020-03-07 22:40:32,university,False,False,1
75170,2,17.9.1981,0,1.0,150.0,2006.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-07-01 11:05:34,work,2006,False,1
24512,2,,0,1.0,1584.0,2005.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,2020-05-27 13:08:53,university,False,False,0
66327,1,21.8.1993,1,1.0,1209.0,2015.0,Distance Learning,0.0,Student (Bachelor's),Українська,1,0,2020-06-03 20:37:18,university,False,False,1
4447,1,,1,1.0,999.0,0.0,,0.0,Alumnus (Specialist),Українська,0,0,2020-07-14 02:12:04,work,2009,False,1
4696,1,21.2.1994,1,1.0,87.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),False,False,False,2020-08-07 17:57:34,work,False,False,1
97269,2,3.1.1986,1,1.0,151.0,2008.0,Full-time,7.0,Alumnus (Specialist),Українська,6,0,2020-12-22 00:50:19,work,2008,False,1
55814,1,21.3,0,1.0,894.0,2012.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-06-30 22:19:52,university,False,False,1
15865,2,,1,1.0,783.0,0.0,Distance Learning,2.0,Undergraduate applicant,Українська;Русский;English,1,2,2020-08-12 08:48:14,university,False,False,0
75883,1,16.5.1993,0,1.0,1249.0,0.0,Part-time,2.0,Student (Bachelor's),Українська;English;日本語;Español;Português,0,0,2020-11-11 15:30:37,work,False,False,1
7065,2,27.5.1982,0,1.0,29.0,2005.0,Distance Learning,4.0,Alumnus (Specialist),Українська,False,False,2020-11-01 18:48:55,work,False,False,0
35678,2,5.2,1,1.0,385.0,0.0,Full-time,4.0,PhD,Українська;Башҡортса,1,2,2020-07-17 23:21:09,university,False,False,0
76605,2,19.3.1975,1,1.0,27.0,1997.0,Full-time,4.0,Alumnus (Specialist),False,False,False,2020-05-22 07:33:15,university,False,False,1
18945,2,28.2.1974,1,1.0,14.0,1996.0,Full-time,1.0,Alumnus (Specialist),Українська,0,2,2020-01-19 11:01:24,university,False,False,0
51101,1,19.2.1995,0,1.0,413.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),Українська,0,0,2020-04-23 00:46:39,work,False,False,1
96381,2,27.2,0,1.0,34.0,2010.0,Full-time,1.0,Student (Specialist),Українська,False,False,2020-12-08 09:00:31,university,False,False,1
25954,2,30.5,0,1.0,54.0,1999.0,Full-time,0.0,Alumnus (Specialist),False,False,False,2020-02-03 01:50:02,university,False,False,0
78112,2,11.12,0,1.0,742.0,2004.0,Distance Learning,4.0,Alumnus (Specialist),Українська,1,2,2020-12-25 09:32:20,university,False,False,0
92104,1,19.7.1995,0,1.0,99.0,2017.0,Full-time,4.0,Alumnus (Bachelor's),Українська;English,0,0,2020-10-19 16:13:32,university,False,False,1
28147,1,,1,1.0,2100.0,2015.0,Full-time,1.0,Alumnus (Bachelor's),Українська;Русский,0,0,2020-11-10 08:26:53,university,False,False,1
64827,2,20.12,1,1.0,56.0,0.0,,0.0,Alumnus (Bachelor's),False,False,False,2020-12-29 13:41:20,university,False,False,0
43991,2,11.11.1988,1,1.0,147.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,2020-07-09 01:27:17,,False,False,0
90127,2,1.11.1989,1,1.0,206.0,2013.0,Full-time,4.0,Student (Bachelor's),Українська;English,6,2,2020-07-02 17:36:58,work,2003,False,0
44127,1,3.1.1990,0,1.0,716.0,2011.0,Full-time,1.0,Student (Bachelor's),Українська;English,6,5,2020-05-02 00:56:17,university,False,False,1
46000,2,6.10.1987,1,1.0,310.0,2016.0,Distance Learning,0.0,Student (Specialist),Українська,4,6,2020-11-01 10:11:00,work,1987,False,0
66527,2,31.8,1,1.0,49.0,2012.0,Distance Learning,5.0,Student (Bachelor's),Українська,False,False,2020-04-30 10:50:38,work,2008,False,0
69871,2,,0,1.0,56.0,2007.0,Part-time,0.0,Alumnus (Specialist),Українська,False,False,2020-07-16 07:31:34,university,False,False,0
54237,2,,1,1.0,334.0,2014.0,Full-time,1.0,Alumnus (Specialist),Українська;Italiano,1,2,2020-03-30 18:37:50,university,2014,2019,1
14031,2,9.8.1985,1,1.0,60.0,2008.0,Full-time,1.0,Alumnus (Specialist),Українська,4,2,2020-06-25 19:23:08,work,2003,False,0
24712,1,21.7.1983,0,1.0,708.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська,0,6,2020-05-14 14:52:53,work,2018,False,1
85424,1,4.6.1988,0,1.0,169.0,2012.0,Distance Learning,0.0,Alumnus (Specialist),Українська,6,2,2020-08-22 12:02:45,university,2007,2020,1
97675,2,17.6.1920,0,1.0,89.0,1945.0,Full-time,1.0,PhD,English;Українська;العربية,8,1,2020-10-30 21:26:24,university,False,False,1
92627,2,2.5.1990,1,1.0,141.0,0.0,Full-time,0.0,PhD,Українська,False,False,2020-06-06 17:17:59,,False,False,0
13653,2,21.4,1,1.0,94.0,2010.0,Full-time,0.0,Student (Master's),False,1,2,2020-03-25 00:54:34,university,False,False,1
26981,2,,0,1.0,410.0,2013.0,Full-time,4.0,Student (Specialist),Українська,1,2,2020-04-13 09:41:32,work,2009,False,0
42352,1,22.3,1,1.0,293.0,2010.0,,0.0,Alumnus (Specialist),Українська,0,0,2020-04-08 07:20:30,university,False,False,1
75410,1,3.10.1988,0,1.0,398.0,2014.0,Distance Learning,0.0,Alumnus (Specialist),Українська,0,0,2020-09-01 14:01:28,work,False,False,1
27325,1,2.8.1994,0,1.0,147.0,2018.0,Full-time,0.0,Alumnus (Master's),Українська;English,0,0,2020-09-12 06:33:33,university,False,False,0
68508,1,3.12.1991,0,1.0,394.0,2015.0,Full-time,1.0,Alumnus (Specialist),Українська;Русский;English,4,1,2020-10-01 09:45:32,university,False,False,0
34622,1,22.10,0,1.0,83.0,1980.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-02-05 11:57:40,work,1985,False,1
47087,2,22.10.1978,1,1.0,75.0,2001.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,2020-05-21 06:25:58,work,2001,False,0
9545,1,8.3.1993,0,1.0,904.0,2015.0,Full-time,0.0,Student (Specialist),Українська;English;Татарча,1,2,2020-04-24 22:43:33,university,False,False,1
11366,1,,1,1.0,9.0,2010.0,Full-time,0.0,Alumnus (Bachelor's),False,False,False,2020-07-23 11:48:56,work,2007,False,1
68405,2,1.4.1991,1,1.0,27.0,2013.0,Full-time,1.0,Student (Specialist),False,0,0,2020-07-01 22:03:45,university,False,False,0
24016,2,26.4.1989,1,1.0,284.0,2015.0,Distance Learning,4.0,Student (Specialist),False,False,False,2020-08-07 08:10:34,university,False,False,0
69148,2,3.1,1,1.0,1050.0,2018.0,Full-time,7.0,Student (Specialist),False,6,5,2020-01-25 08:07:49,university,False,False,0
65502,2,14.5.1988,1,1.0,1060.0,0.0,Distance Learning,1.0,Alumnus (Specialist),Українська,False,False,2020-12-23 04:05:31,work,False,False,0
10365,1,7.5.1992,0,1.0,862.0,2015.0,,0.0,Alumnus (Bachelor's),Українська,0,0,2020-07-17 21:40:34,work,False,False,1
3669,1,10.9.1991,0,1.0,267.0,2014.0,Full-time,0.0,Alumnus (Specialist),Українська,0,6,2020-10-04 02:11:09,university,False,False,1
63593,2,,0,1.0,341.0,0.0,Full-time,4.0,Student (Bachelor's),Українська,0,0,2020-08-09 18:13:16,university,False,False,0
92461,2,11.3.1989,0,1.0,94.0,2011.0,Full-time,0.0,Alumnus (Specialist),Українська;English,6,6,2020-10-31 17:44:09,university,False,False,0
